"job_id","title","date_range"
8419,"Director, Customer Operations; Sr. Mgr. / Mgr., Professional Services","October 2012 – May 2015(2 years 7 months)Palo Alto"
8420,"VP, Operations & Delivery","July 2011 – June 2012(11 months)Bangalore"
8421,"Sr Product Manager","August 2010 – June 2011(10 months)Bangalore"
8422,"Software Architect","January 2009 – July 2010(1 year 6 months)"
8423,"Sr. Software Engineer, Software Engineer","January 2006 – December 2008(2 years 11 months)"
8424,"Intern","February 2003 – July 2003(5 months)"
8425,"Group Technical Program Manager","March 2019 – Present(1 year 3 months)San Francisco Bay Area"
8426,"Co-Founder","2012 – PresentGreater New York City Area, Toronto"
8427,"Solutions Architect","May 2015 – February 2018(2 years 9 months)Toronto, Canada Area"
8428,"Scala Developer - Data Science","March 2013 – May 2015(2 years 2 months)"
8429,"Programmer Analyst","August 2011 – December 2012(1 year 4 months)Toronto, Canada Area"
8430,"Backend Engineer (volunteer at pre seed startup)","2010 – 2011Palo Alto, California"
8431,"Software Engineer","2008 – 2010"
8432,"Tools and Drivers Developer","2009 – 2009Waterloo, Iowa Area"
8433,"Software Engineer","2008 – 2008Menlo Park, California"
8434,"Software Security Consultant","September 2007 – December 2007(3 months)Dulles, Virginia"
8435,"Software Developer","January 2007 – April 2007(3 months)Waterloo, Iowa Area"
8436,"Retail Applications Developer","2006 – 2006Waterloo, Iowa Area"
8437,"Website Developer","2005 – 2005Waterloo: environment.uwaterloo.ca"
8438,"Senior Software Engineer","September 2018 – Present(1 year 9 months)San Francisco, California"
8439,"Operations Director, Customer Operations","March 2020 – Present(3 months)"
8440,"Chief Of Staff / Operations","August 2019 – March 2020(7 months)"
8441,"Manager, Business Operations","September 2018 – August 2019(11 months)"
8442,"Technical Project Manager (Customer Success)","April 2018 – September 2018(5 months)"
8443,"Multiple Positions","June 2013 – November 2017(4 years 5 months)Multiple Locations, including International Assignment in London, UK"
8444,"Senior Manager, Business Operations / Training & Certification","August 2016 – October 2017(1 year 2 months)San Mateo, CA and London, United Kingdom (Remote)"
8445,"Global Program Manager / Technical Architect","March 2015 – August 2016(1 year 5 months)London, United Kingdom"
8446,"Project Manager, Implementations and Managed Services","June 2013 – March 2015(1 year 9 months)Palo Alto, CA"
8447,"Multiple Positions","August 2007 – June 2013(5 years 10 months)Sunnyvale, CA"
8448,"Senior Controls Engineer / Senior Software Engineer","November 2010 – May 2013(2 years 6 months)Sunnyvale, CA"
8449,"Controls Engineer / Software Engineer","December 2009 – November 2010(11 months)Sunnyvale, CA"
8450,"Controls Engineer / Software Engineer","November 2008 – December 2009(1 year 1 month)Sunnyvale, CA"
8451,"Proposal Analyst","April 2008 – November 2008(7 months)Sunnyvale, CA"
8452,"Systems Engineer Asc","August 2007 – April 2008(8 months)Sunnyvale, CA"
8453,"Systems Engineering Intern","June 2006 – September 2006(3 months)San Diego, CA"
8454,"Undergraduate Researcher","May 2004 – May 2006(2 years)University of California, San Diego"
8455,"Multiple Positions","April 2018 – Present(2 years 2 months)Mountain View, CA"
8456,"Senior Design Manager","June 2019 – Present(1 year)San Francisco Bay Area"
8457,"Senior Principal Designer","March 2018 – Present(2 years 3 months)San Francisco Bay Area"
8458,"Lead Product & UX Designer","September 2017 – March 2018(6 months)San Mateo, California"
8459,"Senior UX Designer","June 2014 – August 2017(3 years 2 months)Palo Alto, CA"
8460,"Senior UX Designer","2011 – June 2014Sunnyvale CA"
8461,"Founder","January 2008 – January 2014(6 years)Mountain View, California"
8462,"Co Founder","June 2010 – February 2011(8 months)Mountain View, CA"
8463,"Co-founder, Design Manager","January 2007 – January 2010(3 years)Recife Area, Brazil"
8464,"Graphic Designer","January 2005 – June 2006(1 year 5 months)"
8465,"Software Engineer","January 2002 – June 2004(2 years 5 months)Recife Area, Brazil"
8466,"Director of Design & Technology","May 2020 – Present(1 month)Redwood City, California, United States"
8467,"Senior Engineering Manager","2015 – 2018San Mateo, California"
8468,"Engineering Manager","2011 – 2015Northridge, CA"
8469,"Technical Consultant","2013 – 2013Ann Arbor, MI"
8470,"Senior Systems Engineer","2008 – 2011"
8471,"Entrepreneur","2018 – Present"
8472,"Product Manager","August 2017 – April 2018(8 months)San Francisco Bay Area"
8473,"Manager, Text Analytics and Social Product","December 2014 – August 2017(2 years 8 months)Palo Alto, California"
8474,"Program Manager - Enterprise Transformation","February 2013 – November 2014(1 year 9 months)San Francisco Bay Area"
8475,"Business Intelligence Consultant","January 2012 – February 2013(1 year 1 month)Greater Chicago Area"
8476,"Business Intelligence Architect","May 2009 – January 2012(2 years 8 months)Bloomington, Indiana Area"
8477,"DB Admin","January 2009 – April 2009(3 months)Bloomington, Indiana Area"
8478,"Software Engineer","August 2006 – November 2008(2 years 3 months)Chennai Area, India"
8479,"Technical Program Manager","March 2019 – Present(1 year 3 months)"
8480,"Principal Engineer","February 2015 – December 2016(1 year 10 months)Palo Alto, Calif"
8481,"VP of Engineering, Co-Founder","March 2014 – November 2016(2 years 8 months)Menlo Park, Calif"
8482,"Principal Engineer / Architect","December 2010 – April 2014(3 years 4 months)San Francisco Bay Area"
8483,"Ux Consultant","October 2010 – January 2011(3 months)San Francisco Bay Area"
8484,"Consultant","March 2010 – June 2010(3 months)San Francisco Bay Area"
8485,"Chief Architect for Ad Products","April 2009 – February 2010(10 months)Greater Boston Area"
8486,"Distinguished Engineer, Sr. Principal Designer","March 2007 – February 2009(1 year 11 months)San Francisco Bay Area"
8487,"Sr. Director of Product Management - Digital Home","August 2005 – March 2007(1 year 7 months)San Francisco Bay Area"
8488,"Consultant","March 2005 – July 2005(4 months)"
8489,"Chief Software Architect / Director of Engineering","February 2004 – March 2005(1 year 1 month)"
8490,"Chief Software Architect","October 2000 – December 2003(3 years 2 months)Paris Area, France"
8491,"Principal Software Architect","October 1998 – October 2000(2 years)San Francisco Bay Area"
8492,"Member Technical Staff","September 1996 – October 1998(2 years 1 month)San Francisco Bay Area"
8493,"Director of Advanced Technology, Principal Scientist","January 1994 – September 1996(2 years 8 months)San Francisco Bay Area"
8494,"Senior Research Scientist","October 1987 – December 1993(6 years 2 months)"
8495,"Technical Leader","October 1984 – October 1987(3 years)San Francisco Bay Area"
8496,"Senior Engineer","July 1979 – October 1984(5 years 3 months)San Francisco Bay Area"
8497,"VP of Mobile & Urban Technologies, Chief Scientist","December 2016 – Present(3 years 6 months)Los Angeles - Silicon Valley - Dublin, Ireland"
8498,"Program Manager, Site Reliability Engineering","November 2019 – January 2020(2 months)"
8499,"Program Manager, Site Reliability Engineering","March 2018 – November 2019(1 year 8 months)Mountain View"
8500,"Site Reliability Engineering / Technical Program Manager","October 2017 – February 2018(4 months)San Francisco Bay Area"
8501,"Site Reliability Engineer / Program Manager","December 2016 – October 2017(10 months)San Francisco Bay Area"
8502,"Senior Product Specialist - Text Analytics","April 2016 – December 2016(8 months)Palo Alto"
8503,"Product Specialist - Text Analytics","February 2015 – April 2016(1 year 2 months)Palo Alto, California"
8504,"Solutions Analyst","January 2014 – February 2015(1 year 1 month)Palo Alto, California"
8505,"Regulatory Specialist","September 2012 – January 2014(1 year 4 months)"
8506,"Clinical Research Coordinator","March 2012 – August 2012(5 months)Duke Clinics"
8507,"Submissions Support","February 2007 – April 2012(5 years 2 months)"
8508,"Program Manager, Everything Reliability Engineering","January 2020 – Present(5 months)San Francisco Bay Area"
8509,"Engineering Manager","May 2018 – February 2019(9 months)San Francisco, California"
8510,"Eng Manager","August 2017 – April 2018(8 months)San Francisco Bay Area"
8511,"Sr. Eng Manager","February 2016 – August 2017(1 year 6 months)"
8512,"Eng Manager","March 2013 – February 2016(2 years 11 months)"
8513,"Sr. Eng Manager, Product Development","November 2011 – February 2013(1 year 3 months)San Jose"
8514,"Principal Infrastructure Architect","August 2008 – October 2011(3 years 2 months)"
8515,"Eng Manager","1999 – 2008"
8516,"Consultant","1998 – 2004"
8517,"IT Engineer","1995 – 1998"
8518,"Engineering Manager","March 2019 – Present(1 year 3 months)San Francisco Bay Area"
8519,"Tech Lead Manager","October 2018 – July 2019(9 months)San Francisco Bay Area"
8520,"Staff Software Engineer","September 2017 – September 2018(1 year)San Francisco Bay Area"
8521,"Staff Software Engineer - Tech Lead","May 2016 – July 2017(1 year 2 months)Palo Alto"
8522,"Senior Software Engineer","July 2013 – April 2016(2 years 9 months)Palo Alto"
8523,"Research Assistant","August 2010 – July 2013(2 years 11 months)University of Florida"
8524,"Software Engineering Intern","May 2012 – August 2012(3 months)Mountain View"
8525,"Teaching Assistant","August 2010 – May 2012(1 year 9 months)Gainesville, Florida Area"
8526,"Research Assistant","October 2009 – August 2010(10 months)Tehran, Iran"
8527,"Software Engineer","January 2009 – May 2010(1 year 4 months)Tehran, Iran"
8528,"Engineering Manager | Core Infrastructure","July 2019 – Present(11 months)San Francisco Bay Area"
8529,"CEO","2018 – PresentPalo Alto"
8530,"Advisor & Angel Investor","August 2009 – Present(10 years 10 months)Palo Alto, CA"
8531,"VP Engineering","2017 – 2018Mountain View, CA"
8532,"Head of Cloud Platform (IaaS & PaaS) and Microservices Architecture","2015 – 2017Palo Alto, CA"
8533,"Advisor","2015 – 2016Mountain View, CA"
8534,"Head of Engineering","2013 – 2015Mountain View, CA"
8535,"Head of Industrial Big Data (IBD) Architecture & Engineering | Big Data Architect","March 2013 – November 2013(8 months)San Francisco Bay Area"
8536,"CTO & Head of Engineering","2009 – 2013Palo Alto, CA"
8537,"Head of Technology & Chief Architect","2006 – 2009"
8538,"Software Architect","April 2005 – December 2006(1 year 8 months)"
8539,"Team Lead, Equity Technology","2004 – 2005"
8540,"Engineering Manager","March 2001 – April 2004(3 years 1 month)"
8541,"Lead Software Engineer","August 2001 – October 2003(2 years 2 months)"
8542,"Member of Technical Staff","March 2000 – March 2001(1 year)"
8543,"Associate Manager","1999 – 2000"
8544,"Co-Founder","2018 – PresentPalo Alto"
8545,"Manager, Customer Experience Management Strategy","July 2014 – October 2015(1 year 3 months)Palo Alto"
8546,"Manager, Fin. Services Strategy","July 2014 – July 2014San Francisco Bay Area"
8547,"Senior Consultant, Financial Services Strategy","July 2011 – July 2014(3 years)san francisco bay area"
8548,"Consultant","June 2010 – August 2010(2 months)New York"
8549,"Technology Lead","January 2006 – July 2009(3 years 6 months)London/Bangalore"
8550,"Software Engineer","February 2004 – December 2006(2 years 10 months)Bangalore"
8551,"Director, Strategic Planning","October 2015 – Present(4 years 8 months)San Francisco Bay Area"
8552,"VP Engineering","April 2015 – January 2019(3 years 9 months)Palo Alto, CA"
8553,"VP Software Engineering","October 2014 – April 2015(6 months)Santa Clara, CA"
8554,"Sr Director, Software Engineering","March 2012 – September 2014(2 years 6 months)"
8555,"Director, System SW (Infrastructure & Operations)","October 2008 – March 2012(3 years 5 months)"
8556,"Senior SW Engineering Manager","September 2004 – October 2008(4 years 1 month)"
8557,"Engineering Manager - Capture SW","April 2003 – August 2004(1 year 4 months)"
8558,"System Engineer - Video","June 2001 – April 2003(1 year 10 months)"
8559,"Intern - SW Engineering","September 2000 – December 2000(3 months)"
8560,"Intern - Software Engineering","January 2000 – April 2000(3 months)"
8561,"Intern Software Engineering","April 1999 – September 1999(5 months)"
8562,"Intern - IT Infrastructure Developer","September 1998 – December 1998(3 months)"
8563,"Intern - SW Developer","June 1997 – April 1998(10 months)"
8564,"Chief Technology Officer","February 2019 – Present(1 year 4 months)San Francisco Bay Area"
8565,"Senior Engineering Manager","March 2015 – January 2017(1 year 10 months)San Jose"
8566,"Technical Lead","November 2012 – March 2015(2 years 4 months)"
8567,"Sr. Software Engineer","March 2012 – November 2012(8 months)"
8568,"Sr. Software Engineeer","October 2011 – January 2012(3 months)"
8569,"Technical Lead, Display Advertisements","March 2010 – September 2011(1 year 6 months)"
8570,"Technical Lead","December 2001 – March 2010(8 years 3 months)"
8571,"Sr. Software Engineer","July 2001 – November 2001(4 months)"
